ticker,rule1_score,management_score,moat_score,buy_price,last_price,percentage_upside,dividend,cash_per_share,guru,Signal Score,Sentiment Score,Screenshot
MANH,94,100,88,$60.9,$197.85,-38.44%,10.21,11.95,16.18 years,80.0,83.0,https://www.stockscores.com/chart.asp?TickerSymbol=MANH&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
MEDP,100,100,100,"$1,080.2",$320.36,574.24%,28.08,24.1,6.98 years,62.0,64.0,https://www.stockscores.com/chart.asp?TickerSymbol=MEDP&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
META,100,100,100,"$2,889.01",$720.92,701.48%,30.91,20.85,7.43 years,62.0,70.0,https://www.stockscores.com/chart.asp?TickerSymbol=META&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
MNST,94,100,88,$23.76,$59.67,-20.36%,14.52,14.01,13.84 years,46.0,56.0,https://www.stockscores.com/chart.asp?TickerSymbol=MNST&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
MORN,89,85,93,$191.41,$294.23,30.11%,12.71,14.89,10.39 years,55.0,56.0,https://www.stockscores.com/chart.asp?TickerSymbol=MORN&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
MPTI,100,100,100,$28.22,$39.82,41.74%,,,,45.0,48.0,https://www.stockscores.com/chart.asp?TickerSymbol=MPTI&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
MPWR,100,100,100,"$7,221.52",$721.14,1902.66%,36.0,25.22,5.85 years,48.0,69.0,https://www.stockscores.com/chart.asp?TickerSymbol=MPWR&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
MSFT,99,100,98,$282.39,$503.02,12.28%,17.54,15.02,11.04 years,79.0,82.0,https://www.stockscores.com/chart.asp?TickerSymbol=MSFT&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
NSSC,99,100,98,$142.19,$30.58,829.95%,31.2,12.92,7.78 years,72.0,80.0,https://www.stockscores.com/chart.asp?TickerSymbol=NSSC&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
NTES,98,100,95,"$2,303.09",$129.9,3445.80%,24.45,7.22,1.65 years,62.0,66.0,https://www.stockscores.com/chart.asp?TickerSymbol=NTES&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
NVDA,100,100,100,"$7,444",$164.07,8974.18%,64.99,62.26,6.14 years,72.0,88.0,https://www.stockscores.com/chart.asp?TickerSymbol=NVDA&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
NVMI,100,100,100,"$5,370.85",$281.94,3709.32%,58.28,19.43,6.48 years,60.0,68.0,https://www.stockscores.com/chart.asp?TickerSymbol=NVMI&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
NVO,97,95,98,$340.45,$68.94,887.67%,14.78,17.68,2.57 years,56.0,51.0,https://www.stockscores.com/chart.asp?TickerSymbol=NVO&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
NYT,87,85,88,"$11,211.64",$56.18,39811.00%,77.93,7.21,4.12 years,73.0,74.0,https://www.stockscores.com/chart.asp?TickerSymbol=NYT&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
ODD,100,100,100,$29.61,$71.26,-16.90%,,,,56.0,68.0,https://www.stockscores.com/chart.asp?TickerSymbol=ODD&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
OLLI,88,90,85,$258.26,$128.24,302.78%,28.17,11.79,10.97 years,73.0,67.0,https://www.stockscores.com/chart.asp?TickerSymbol=OLLI&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
OMAB,93,90,95,"$6,266.29",$112.5,11039.56%,25.19,10.57,0.7 years,71.0,82.0,https://www.stockscores.com/chart.asp?TickerSymbol=OMAB&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
PAYC,95,90,100,"$2,666.84",$222,2301.80%,42.98,21.99,6.9 years,45.0,48.0,https://www.stockscores.com/chart.asp?TickerSymbol=PAYC&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
PGR,93,88,98,"$1,125.47",$247.37,809.57%,26.9,14.65,3.42 years,34.0,27.0,https://www.stockscores.com/chart.asp?TickerSymbol=PGR&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
PHM,97,100,93,$963.38,$112.84,1607.52%,37.54,17.31,4.57 years,72.0,74.0,https://www.stockscores.com/chart.asp?TickerSymbol=PHM&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
PJT,88,88,88,$202.09,$180.31,124.16%,-26.23,-2.55,,98.0,80.0,https://www.stockscores.com/chart.asp?TickerSymbol=PJT&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
PLAS,88,88,88,$202.09,$180.31,124.16%,-26.23,-2.55,,,,
PLUS,88,90,85,$352.8,$69.93,909.01%,38.88,6.65,7.26 years,34.0,55.0,https://www.stockscores.com/chart.asp?TickerSymbol=PLUS&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
POOL,85,85,85,$510.81,$301.18,239.21%,23.48,12.42,9.11 years,52.0,44.0,https://www.stockscores.com/chart.asp?TickerSymbol=POOL&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
PPLT,85,85,85,$510.81,$301.18,239.21%,23.48,12.42,9.11 years,74.0,77.0,https://www.stockscores.com/chart.asp?TickerSymbol=PPLT&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
PYPL,89,88,90,$106.38,$73.89,187.94%,15.21,15.76,6.36 years,63.0,67.0,https://www.stockscores.com/chart.asp?TickerSymbol=PYPL&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
QLYS,97,100,93,$306.29,$139.19,340.10%,25.71,16.01,6.18 years,63.0,70.0,https://www.stockscores.com/chart.asp?TickerSymbol=QLYS&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
RACE,92,90,93,"$2,429.81",$488.29,894.90%,41.76,11.21,9.15 years,60.0,67.0,https://www.stockscores.com/chart.asp?TickerSymbol=RACE&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
RAY,100,100,100,$5.11,$1.94,426.80%,,,,61.0,62.0,https://www.stockscores.com/chart.asp?TickerSymbol=RAY&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
RLI,92,90,93,$90.37,$70.83,155.17%,19.8,13.73,7 years,30.0,27.0,https://www.stockscores.com/chart.asp?TickerSymbol=RLI&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
RMD,100,100,100,$145.54,$254.11,14.55%,15.56,12.17,10.96 years,53.0,72.0,https://www.stockscores.com/chart.asp?TickerSymbol=RMD&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
ROL,98,100,95,$17.02,$55.74,-38.93%,12.5,11.44,15.39 years,44.0,48.0,https://www.stockscores.com/chart.asp?TickerSymbol=ROL&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
RSHL,100,100,100,$0.66,$0,,,,,,,
SFM,89,90,88,$71.04,$164.54,-13.65%,12.38,9.97,14.21 years,54.0,50.0,https://www.stockscores.com/chart.asp?TickerSymbol=SFM&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
SKX,88,90,85,"$2,343.43",$63.13,7322.78%,51.79,11.83,6.1 years,63.0,78.0,https://www.stockscores.com/chart.asp?TickerSymbol=SKX&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
SNPS,93,98,88,$438.97,$549.53,59.76%,20.15,14.16,8.97 years,72.0,78.0,https://www.stockscores.com/chart.asp?TickerSymbol=SNPS&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
SSD,97,100,93,$193.56,$164.74,134.99%,19.76,16.13,9.16 years,60.0,61.0,https://www.stockscores.com/chart.asp?TickerSymbol=SSD&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
STRL,85,85,85,$188.66,$241.31,56.36%,6.78,11.71,15.65 years,66.0,79.0,https://www.stockscores.com/chart.asp?TickerSymbol=STRL&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
TGLS,94,98,90,"$2,442.02",$75.34,6382.61%,55.85,11.75,6.56 years,44.0,49.0,https://www.stockscores.com/chart.asp?TickerSymbol=TGLS&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
TGS,90,85,95,"$6,128,490,134.62",$25.19,48554.23%,194.55,0.03,,45.0,45.0,https://www.stockscores.com/chart.asp?TickerSymbol=TGS&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
TSM,100,100,100,"$6,493.84",$228.67,5578.93%,18.8,18.29,1.3 years,64.0,77.0,https://www.stockscores.com/chart.asp?TickerSymbol=TSM&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
TXRH,98,95,100,"$1,224.39",$188.48,1198.81%,35.81,15.58,7 years,69.0,70.0,https://www.stockscores.com/chart.asp?TickerSymbol=TXRH&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
ULTA,85,100,70,"$1,880.07",$479.67,683.87%,27.08,13.98,6.37 years,78.0,76.0,https://www.stockscores.com/chart.asp?TickerSymbol=ULTA&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
USLM,99,100,98,$77.29,$101.3,52.60%,16.36,13.92,11 years,54.0,61.0,https://www.stockscores.com/chart.asp?TickerSymbol=USLM&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
UUUU,67,40,94,$0,$7.01,-100.00%,-158.91,21.97,,92.0,83.0,https://www.stockscores.com/chart.asp?TickerSymbol=UUUU&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
V,94,100,88,$150.44,$350.5,-14.16%,12.56,11.87,13.03 years,45.0,56.0,https://www.stockscores.com/chart.asp?TickerSymbol=V&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
VCIG,100,100,100,"$2,094.72",$1.15,364073.91%,,,,14.0,22.0,https://www.stockscores.com/chart.asp?TickerSymbol=VCIG&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
VEEV,100,100,100,$522.77,$282.28,270.39%,30.75,19.96,8.64 years,63.0,68.0,https://www.stockscores.com/chart.asp?TickerSymbol=VEEV&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
VRTX,100,100,100,$0,$472.35,-100.00%,48.94,24.16,Infinity years,66.0,52.0,https://www.stockscores.com/chart.asp?TickerSymbol=VRTX&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
WSO,94,100,88,$239.61,$472.69,1.38%,16.34,8.08,12.16 years,56.0,45.0,https://www.stockscores.com/chart.asp?TickerSymbol=WSO&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
WSO.B,94,100,88,$239.61,$437.48,9.54%,16.34,8.08,11.73 years,98.0,83.0,https://www.stockscores.com/chart.asp?TickerSymbol=WSO.B&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
WTS,89,93,85,$129.24,$252.69,2.29%,11.39,7.72,12.49 years,73.0,82.0,https://www.stockscores.com/chart.asp?TickerSymbol=WTS&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
XPEL,98,100,95,"$2,414.04",$35.58,13469.42%,58.12,29.22,5.81 years,53.0,64.0,https://www.stockscores.com/chart.asp?TickerSymbol=XPEL&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
XYF,87,87,87,"$25,722,585,715.87",$19.04,270089.08%,409.75,8.62,0.64 years,69.0,72.0,https://www.stockscores.com/chart.asp?TickerSymbol=XYF&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
YALA,89,93,85,"$987,233.23",$7.58,26048264.12%,181.84,0.0,0.95 years,83.0,64.0,https://www.stockscores.com/chart.asp?TickerSymbol=YALA&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
ZTO,95,98,93,$476.51,$18.41,5076.64%,23.75,12.54,5.06 years,48.0,48.0,https://www.stockscores.com/chart.asp?TickerSymbol=ZTO&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
ZTS,88,90,85,$84.07,$155.65,8.02%,15.04,9.47,11.57 years,40.0,40.0,https://www.stockscores.com/chart.asp?TickerSymbol=ZTS&TimeRange=180&Interval=d&Volume=1&ChartType=CandleStick&Stockscores=1&ChartWidth=1100&ChartHeight=480&LogScale=&Band=&avgType1=&movAvg1=&avgType2=&movAvg2=&Indicator1=None&Indicator2=None&Indicator3=None&Indicator4=None&endDate=&CompareWith=&entryPrice=&stopLossPrice=&candles=redgreen
