guru_name,guru_id,ticker,performance,last_action
Kahn Brothers Advisors,5144,PTEN,2.28%,Decreased
Kahn Brothers Advisors,5144,MSFT,0.19%,Increased
Kahn Brothers Advisors,5144,WEYS,N/A,Unknown
Kahn Brothers Advisors,5144,GNE,1.07%,Decreased
Kahn Brothers Advisors,5144,HLN,0.25%,Decreased
Kahn Brothers Advisors,5144,LWAY,N/A,Unknown
Kahn Brothers Advisors,5144,CVX,0.06%,Held
Kahn Brothers Advisors,5144,RFL,0.06%,Decreased
Kahn Brothers Advisors,5144,NVS,0.45%,Decreased
Kahn Brothers Advisors,5144,IBM,0.09%,Held
Kahn Brothers Advisors,5144,PEY,0.09%,Increased
Kahn Brothers Advisors,5144,PEP,0.05%,Held
Kahn Brothers Advisors,5144,SEB,4.95%,Decreased
Kahn Brothers Advisors,5144,GOOG,1.32%,Increased
Kahn Brothers Advisors,5144,AIG,0.04%,Held
Kahn Brothers Advisors,5144,WBS,0.33%,Decreased
Kahn Brothers Advisors,5144,COF,N/A,Unknown
Kahn Brothers Advisors,5144,BX,0.05%,Held
Kahn Brothers Advisors,5144,NAVI,0.06%,Held
Kahn Brothers Advisors,5144,PFE,3.56%,Decreased
Kahn Brothers Advisors,5144,AM,0.07%,Held
Kahn Brothers Advisors,5144,C,15.16%,Increased
Kahn Brothers Advisors,5144,AAPL,0.12%,Increased
Kahn Brothers Advisors,5144,BAC,0.11%,Decreased
Kahn Brothers Advisors,5144,PNE,0.05%,Increased
Kahn Brothers Advisors,5144,IDT,5.44%,Increased
Kahn Brothers Advisors,5144,CSX,0.27%,Decreased
Kahn Brothers Advisors,5144,MRK,7.8%,Decreased
Kahn Brothers Advisors,5144,BMY,5.12%,Decreased
Kahn Brothers Advisors,5144,FFH,0.37%,Held
Kahn Brothers Advisors,5144,AR,0.2%,Held
Kahn Brothers Advisors,5144,JPM,0.16%,Increased
Kahn Brothers Advisors,5144,GTX,N/A,Unknown
Kahn Brothers Advisors,5144,HOLX,N/A,Unknown
Kahn Brothers Advisors,5144,BP,6.79%,Decreased
Kahn Brothers Advisors,5144,CMCSA,0.05%,Increased
Kahn Brothers Advisors,5144,CI,N/A,Unknown
Kahn Brothers Advisors,5144,PNC,0.06%,Held
Kahn Brothers Advisors,5144,DIS,9.77%,Increased
Kahn Brothers Advisors,5144,OBT,0.04%,Increased
Kahn Brothers Advisors,5144,ZDGE,0.07%,Decreased
Kahn Brothers Advisors,5144,SEIC,0.12%,Held
Kahn Brothers Advisors,5144,FLG,9.2%,Increased
Kahn Brothers Advisors,5144,GSK,5.09%,Increased
Kahn Brothers Advisors,5144,PEG,0.06%,Decreased
Kahn Brothers Advisors,5144,AGO,0.77%,Decreased
Kahn Brothers Advisors,5144,OGN,6.78%,Increased
Kahn Brothers Advisors,5144,PG,0.06%,Increased
Kahn Brothers Advisors,5144,TOU,0.27%,Increased
Kahn Brothers Advisors,5144,XOM,0.41%,Increased
Kahn Brothers Advisors,5144,VZ,0.07%,Decreased
David Rolfe,3225,MSFT,7.04%,Increased
David Rolfe,3225,EW,2.97%,Decreased
David Rolfe,3225,V,6.44%,Decreased
David Rolfe,3225,PYPL,6.94%,Increased
David Rolfe,3225,AAPL,7.06%,Increased
David Rolfe,3225,POOL,1.88%,Increased
David Rolfe,3225,CPRT,6.14%,Decreased
David Rolfe,3225,TSM,9.29%,Decreased
David Rolfe,3225,GOOGL,8.26%,Increased
David Rolfe,3225,ODFL,2.85%,Increased
David Rolfe,3225,UNH,0.64%,Decreased
David Rolfe,3225,CDW,4.4%,Increased
David Rolfe,3225,META,9.24%,Decreased
David Rolfe,3225,BKNG,6.11%,Decreased
David Rolfe,3225,MSI,4.73%,Increased
David Rolfe,3225,ORLY,3.36%,Increased
David Rolfe,3225,TSCO,4.97%,Increased
David Rolfe,3225,URI,3.57%,Increased
David Rolfe,3225,SPGI,3.52%,Increased
Li Lu,4274,BRK.B,16.22%,Held
Li Lu,4274,EWBC,10.43%,Held
Li Lu,4274,AAPL,0.84%,Held
Li Lu,4274,BAC,18.36%,Decreased
Li Lu,4274,PDD,17.93%,Increased
Li Lu,4274,SOC,1.1%,Held
Li Lu,4274,OXY,2.29%,Held
Li Lu,4274,GOOGL,16.67%,Held
Li Lu,4274,GOOG,16.17%,Held
Michael Burry,3589,MELI,1.36%,Increased
Michael Burry,3589,LULU,2.05%,Increased
Michael Burry,3589,EL,2.1%,Decreased
Michael Burry,3589,REGN,1.36%,Increased
Michael Burry,3589,UNH,1.08%,Increased
Michael Burry,3589,BRKR,1.78%,Increased
David Tepper,3653,MSFT,3.86%,Decreased
David Tepper,3653,JD,3.54%,Decreased
David Tepper,3653,VST,5.41%,Decreased
David Tepper,3653,BABA,12.43%,Decreased
David Tepper,3653,INTC,2.78%,Increased
David Tepper,3653,RTX,1.32%,Increased
David Tepper,3653,MPLX,0.46%,Held
David Tepper,3653,AVGO,N/A,Unknown
David Tepper,3653,LRCX,0.6%,Decreased
David Tepper,3653,LVS,N/A,Unknown
David Tepper,3653,GOOG,4.13%,Decreased
David Tepper,3653,WHR,0.42%,Increased
David Tepper,3653,QCOM,0.86%,Held
David Tepper,3653,LHX,1.36%,Increased
David Tepper,3653,NVDA,4.29%,Increased
David Tepper,3653,MHK,0.11%,Increased
David Tepper,3653,TSM,3.6%,Increased
David Tepper,3653,UBER,3.98%,Decreased
David Tepper,3653,BEKE,0.41%,Decreased
David Tepper,3653,UNH,11.85%,Increased
David Tepper,3653,ORCL,0.51%,Decreased
David Tepper,3653,ET,1.39%,Held
David Tepper,3653,CZR,0.92%,Decreased
David Tepper,3653,XYZ,0.68%,Increased
David Tepper,3653,MU,1.58%,Increased
David Tepper,3653,PDD,3.25%,Decreased
David Tepper,3653,NRG,4.93%,Decreased
David Tepper,3653,META,4.58%,Decreased
David Tepper,3653,LYFT,1.96%,Decreased
David Tepper,3653,GLW,1.43%,Increased
David Tepper,3653,AMZN,9.19%,Increased
David Tepper,3653,ASML,0.87%,Held
David Tepper,3653,DAL,0.42%,Increased
David Tepper,3653,UAL,0.68%,Increased
David Tepper,3653,BIDU,0.83%,Decreased
David Tepper,3653,GT,0.14%,Increased
David Tepper,3653,IQV,0.73%,Increased
David Tepper,3653,WYNN,N/A,Unknown
Guy Spier,7098,AMR,0.29%,Held
Guy Spier,7098,BRK.B,22.04%,Held
Guy Spier,7098,BABA,1.74%,Held
Guy Spier,7098,MCO,4.37%,Held
Guy Spier,7098,SRG,0.5%,Held
Guy Spier,7098,BAC,11.73%,Held
Guy Spier,7098,MU,7.96%,Held
Guy Spier,7098,AXP,21.62%,Held
Guy Spier,7098,MA,11.92%,Held
Guy Spier,7098,GOOGL,0.91%,Held
Guy Spier,7098,CNR,0.24%,Increased
Guy Spier,7098,DJCO,1.57%,Held
Guy Spier,7098,BRK.A,7.06%,Held
Daniel Loeb,398,PINS,N/A,Unknown
Daniel Loeb,398,MSFT,2.61%,Increased
Daniel Loeb,398,SE,0.1%,Increased
Daniel Loeb,398,VST,3.18%,Increased
Daniel Loeb,398,J,2.18%,Decreased
Daniel Loeb,398,DOCU,0.64%,Increased
